,prediction,user_id_id
0,0.99860137701,17698
1,0.37752994895,10525
2,0.834215819836,8716
3,0.908502042294,5443
4,0.95133793354,7600
5,0.238212510943,1178
6,0.00546907773241,18759
7,0.794205725193,9863
8,0.113524340093,15455
9,0.985414147377,12114
10,0.221353620291,4624
11,0.718758046627,4148
12,0.760679781437,838
13,0.968437671661,1102
14,0.541640162468,17345
15,0.999846816063,13411
16,0.497011631727,18224
17,0.830671727657,8715
18,0.883647620678,2615
19,0.33423653245,18236
20,0.889817714691,6961
21,0.479938656092,7623
22,0.425956964493,3451
23,0.967827498913,7557
24,0.102044768631,4154
25,0.510645389557,13751
26,0.724992096424,7460
27,0.900021791458,2059
28,0.989043593407,6194
29,0.967992007732,17312
30,0.169265702367,7165
31,0.916423618793,6113
32,0.979964315891,5233
33,0.677640199661,16627
34,0.995412409306,3830
35,0.747293710709,7142
36,0.642545521259,6093
37,0.884663939476,8018
38,0.813827157021,13079
39,0.59947437048,14502
40,0.919374644756,7710
41,0.702998816967,1041
42,0.995728552341,885
43,0.371117770672,6407
44,0.789876699448,14350
45,0.217346042395,18253
46,0.999846816063,19199
47,0.988742172718,8747
48,0.949765384197,3477
49,0.248363345861,1766
50,0.984927415848,5095
51,0.342206656933,6352
52,0.807325005531,13977
53,0.72998291254,1638
54,0.628228366375,11600
55,0.962855815887,10350
56,0.925867438316,4351
57,0.00275516463444,11023
58,0.518883049488,7639
59,0.927162349224,9968
60,0.799868643284,5684
61,0.513315439224,18175
62,0.574004471302,16335
63,0.0516221709549,6024
64,0.00209009856917,18459
65,0.593706548214,18345
66,0.00394213246182,18749
67,0.377623915672,6805
68,0.0252039525658,7318
69,0.945870101452,8283
70,0.997974097729,19579
71,0.00556667428464,18826
72,0.935044407845,2274
73,0.9635617733,6729
74,0.0890175327659,4977
75,0.354194492102,1690
76,0.0208292640746,12317
77,0.632878899574,2973
78,0.937728285789,7168
79,0.041498683393,12929
80,0.181593254209,16584
81,0.789210438728,5813
82,0.999846816063,16937
83,0.377279728651,11276
84,0.478363007307,13808
85,0.388479173183,14535
86,0.822627305984,11652
87,0.249581173062,8000
88,0.853648304939,3166
89,0.523069560528,3430
90,0.781258881092,1314
91,0.999846816063,3524
92,0.984633982182,8196
93,0.0131328906864,3688
94,0.879296481609,7746
95,0.869981944561,15238
96,0.0119474967942,13009
97,0.625939309597,4704
98,0.83222001791,7823
99,0.189440146089,14187
100,0.901470959187,7480
101,0.0938959941268,14101
102,0.693209946156,5583
103,0.232876226306,17388
104,0.567323684692,16057
105,0.0100007494912,13077
106,0.0522866621614,10186
107,0.380210012197,15474
108,0.0181914251298,11872
109,0.421394467354,15894
110,0.790888488293,10838
111,0.996434807777,18207
112,0.0388090759516,7936
113,0.844509065151,12825
114,0.0174090992659,17762
115,0.0769012570381,6848
116,0.0221408270299,14477
117,0.160685524344,14583
118,0.28638958931,14830
119,0.108586549759,16011
120,0.326560795307,16304
121,0.507204830647,18223
122,0.0206068754196,17045
123,0.100072868168,11283
124,0.0144781246781,11403
125,0.896910846233,6206
126,0.53318631649,11747
127,0.039742924273,9924
128,0.482782572508,18792
129,0.826517760754,11461
130,0.0593687035143,14561
131,0.79666519165,11997
132,0.496680617332,13670
133,0.00404295930639,3534
134,0.913118422031,19409
135,0.911093890667,823
136,0.00331400032155,19590
137,0.977932691574,11755
138,0.0470915138721,13319
139,0.0493179149926,10314
140,0.0187812633812,13498
141,0.00797237083316,17988
142,0.948452949524,17898
143,0.00566045055166,2276
144,0.701656341553,9554
145,0.00544221932068,19428
146,0.00293424166739,13904
147,0.669159829617,14735
148,0.0732382237911,18053
149,0.350396364927,8212
150,0.745596408844,13724
151,0.960458159447,12984
152,0.00573156168684,18407
153,0.8042293787,13016
154,0.412458568811,15919
155,0.819294035435,9782
156,0.737564027309,4346
157,0.159788191319,13322
158,0.58541727066,11098
159,0.419587910175,3756
160,0.0278221145272,12818
161,0.493979454041,15763
162,0.234456852078,13960
163,0.826338946819,17126
164,0.724417448044,12019
165,0.510013997555,11412
166,0.238614633679,13140
167,0.99789917469,19632
168,0.364036947489,4162
169,0.869335412979,1753
170,0.219509258866,18054
171,0.0970224663615,17455
172,0.0165945403278,13279
173,0.00486841751263,8114
174,0.344525575638,13641
175,0.455894768238,12428
176,0.00738358916715,18468
177,0.0169735532254,3466
178,0.588607430458,4665
179,0.918200790882,13352
180,0.743249356747,8395
181,0.927834749222,7366
182,0.858294844627,11065
183,0.851279616356,15273
184,0.99807703495,18241
185,0.544335067272,2692
186,0.0709987431765,5403
